,popularity,budget,revenue,original_title,cast,director,runtime,vote_average,release_year,genre,production_company
3391,2.604249,20000000.0,216197492.0,Bad Teacher,Jason Segel|Cameron Diaz|Justin Timberlake|Lucy Punch|Phyllis Smith,Jake Kasdan,92,5.4,2011,Comedy,Columbia Pictures
3392,2.579776,125000000.0,334615000.0,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.|Jude Law|Jared Harris|Noomi Rapace|Kelly Reilly,Guy Ritchie,129,6.9,2011,Adventure,Village Roadshow Pictures
3393,2.454226,200000000.0,559852396.0,Cars 2,Larry the Cable Guy|Owen Wilson|Michael Caine|Emily Mortimer|Eddie Izzard,John Lasseter|Brad Lewis,106,5.8,2011,Animation,Walt Disney Pictures
3394,2.419805,200000000.0,219851172.0,Green Lantern,Ryan Reynolds|Blake Lively|Peter Sarsgaard|Tim Robbins|Mark Strong,Martin Campbell,114,5.1,2011,Adventure,De Line Pictures
3395,2.411533,80000000.0,254455986.0,The Hangover Part II,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,Todd Phillips,102,6.1,2011,Comedy,Legendary Pictures
3396,2.252505,25000000.0,147780440.0,No Strings Attached,Natalie Portman|Ashton Kutcher|Greta Gerwig|Kevin Kline|Olivia Thirlby,Ivan Reitman,108,6.1,2011,Comedy,Paramount Pictures
3397,2.2343,130000000.0,371940071.0,The Adventures of Tintin,Jamie Bell|Andy Serkis|Daniel Craig|Nick Frost|Simon Pegg,Steven Spielberg,107,6.6,2011,Adventure,Paramount Pictures
3398,2.208685,32500000.0,288383523.0,Bridesmaids,Kristen Wiig|Rose Byrne|Maya Rudolph|Wendi McLendon-Covey|Ellie Kemper,Paul Feig,125,6.5,2011,Romance,Universal Pictures
3399,2.164361,36000000.0,83160734.0,Hall Pass,Owen Wilson|Jason Sudeikis|Jenna Fischer|Christina Applegate|Nicky Whelan,Bobby Farrelly|Peter Farrelly,105,5.4,2011,Comedy,New Line Cinema
3400,2.026717,50000000.0,260095987.0,Super 8,Joel Courtney|Elle Fanning|Riley Griffiths|Kyle Chandler|Ryan Lee,J.J. Abrams,112,6.6,2011,Thriller,Paramount Pictures
3401,1.972826,82000000.0,89792502.0,Sucker Punch,Emily Browning|Abbie Cornish|Jena Malone|Vanessa Hudgens|Jamie Chung,Zack Snyder,110,5.9,2011,Action,Legendary Pictures
3402,1.934043,42000000.0,89162162.0,Red Riding Hood,Amanda Seyfried|Gary Oldman|Billy Burke|Shiloh Fernandez|Max Irons,Catherine Hardwicke,100,5.5,2011,Thriller,Appian Way
3403,1.888096,110000000.0,712171856.0,The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,Bill Condon,117,5.8,2011,Adventure,Summit Entertainment
3404,1.885979,6500000.0,17693675.0,Shame,Michael Fassbender|Carey Mulligan|James Badge Dale|Nicole Beharie|Alex Manette,Steve McQueen,100,6.9,2011,Drama,HanWay Films
3405,1.844119,14767252.73739476,40086576.743638255,Ice Age: A Mammoth Christmas,Billy Gardell|Ray Romano|John Leguizamo|Queen Latifah|Denis Leary,Karen Disher,26,6.1,2011,Animation,20th Century Fox
3406,1.825552,55000000.0,187361754.0,Mr. Popper's Penguins,Jim Carrey|Carla Gugino|Madeline Carroll|Angela Lansbury|Ophelia Lovibond,Mark Waters,94,5.7,2011,Comedy,Twentieth Century Fox Film Corporation
3407,1.821261,32000000.0,54674226.0,The Tree of Life,Brad Pitt|Sean Penn|Jessica Chastain|Hunter McCracken|Finnegan Williams,Terrence Malick,139,6.5,2011,Drama,Fox Searchlight
3408,1.794214,50000000.0,144492830.0,I Am Number Four,Alex Pettyfer|Timothy Olyphant|Teresa Palmer|Dianna Agron|Callan McAuliffe,D.J. Caruso,109,6.0,2011,Action,DreamWorks SKG
3409,1.710793,90000000.0,484635760.0,Rio,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jane Lynch|Will.i.am,Carlos Saldanha,96,6.5,2011,Animation,Blue Sky Studios
3410,1.644472,15000000.0,133432856.0,The Artist,Jean Dujardin|BÃ©rÃ©nice Bejo|John Goodman|James Cromwell|Penelope Ann Miller,Michel Hazanavicius,100,7.2,2011,Drama,France 3 CinÃ©ma
3411,1.64314,80000000.0,169852759.0,Zookeeper,Kevin James|Rosario Dawson|Sylvester Stallone|Nick Nolte|Jon Favreau,Frank Coraci,102,5.4,2011,Comedy,Columbia Pictures
3412,1.640256,163000000.0,174822325.0,Cowboys & Aliens,Daniel Craig|Olivia Wilde|Harrison Ford|Sam Rockwell|Walton Goggins,Jon Favreau,119,5.4,2011,Action,Imagine Entertainment
3413,1.620507,14767252.73739476,40086576.743638255,Pixie Hollow Games,Megan Hilty|Brenda Song|Jason Dolley|Tiffany Thornton|Zendaya,Bradley Raymond,23,6.5,2011,Animation,DisneyToon Studios
3414,1.592819,66000000.0,177584879.0,War Horse,Tom Hiddleston|Benedict Cumberbatch|Toby Kebbell|Emily Watson|Jeremy Irvine,Steven Spielberg,146,6.9,2011,Drama,DreamWorks SKG
3415,1.531633,8000000.0,39187783.0,50/50,Joseph Gordon-Levitt|Seth Rogen|Anna Kendrick|Bryce Dallas Howard|Anjelica Huston,Jonathan Levine,100,6.8,2011,Comedy,Summit Entertainment
3416,1.499109,135000000.0,245724603.0,Rango,Johnny Depp|Isla Fisher|Ned Beatty|Bill Nighy|Alfred Molina,Gore Verbinski,107,6.5,2011,Animation,Paramount Pictures
3417,1.493933,52000000.0,75450437.0,The Change-Up,Olivia Wilde|Ryan Reynolds|Jason Bateman|Leslie Mann|Mircea Monroe,David Dobkin,112,5.9,2011,Comedy,Universal Pictures
3418,1.488615,170000000.0,185770160.0,Hugo,Asa Butterfield|ChloÃ« Grace Moretz|Ben Kingsley|Sacha Baron Cohen|Jude Law,Martin Scorsese,126,6.8,2011,Adventure,Paramount Pictures
3419,1.482692,40000000.0,85412898.0,The Lincoln Lawyer,Matthew McConaughey|Marisa Tomei|Ryan Phillippe|William H. Macy|Josh Lucas,Brad Furman,119,6.9,2011,Crime,Lakeshore Entertainment
3420,1.481016,57000000.0,149217355.0,Ghost Rider: Spirit of Vengeance,Nicolas Cage|CiarÃ¡n Hinds|Violante Placido|Fergus Riordan|Johnny Whitworth,Mark Neveldine|Brian Taylor,95,4.7,2011,Action,Columbia Pictures
3421,1.470363,15000000.0,59389433.0,One Day,Anne Hathaway|Jim Sturgess|Patricia Clarkson|Romola Garai|Heida Reed,Lone Scherfig,107,6.9,2011,Drama,Film 4
3422,1.46909,66000000.0,57777106.0,Killer Elite,Jason Statham|Clive Owen|Robert De Niro|Dominic Purcell|Yvonne Strahovski,Gary McKendry,116,6.0,2011,Action,Current Entertainment
3423,1.465299,37000000.0,96047633.0,The Rite,Anthony Hopkins|Colin O'Donoghue|Alice Braga|Toby Jones|CiarÃ¡n Hinds,Mikael HÃ¥fstrÃ¶m,114,5.7,2011,Drama,New Line Cinema
3424,1.425344,30000000.0,14460000.0,Winnie the Pooh,Jim Cummings|Travis Oates|Jim Cummings|Bud Luckey|Craig Ferguson,Stephen Anderson|Don Hall,63,6.8,2011,Animation,Walt Disney Pictures
3425,1.407986,75000000.0,132274484.0,The Three Musketeers,Milla Jovovich|Orlando Bloom|Logan Lerman|Ray Stevenson|Matthew Macfadyen,Paul W.S. Anderson,110,5.5,2011,Adventure,Impact Pictures
3426,1.401424,14767252.73739476,40086576.743638255,Page Eight,Ralph Fiennes|Rachel Weisz|Bill Nighy|Michael Gambon|Felicity Jones,David Hare,99,6.5,2011,Mystery,Heyday Films
3427,1.388994,8000000.0,1749457.0,Chalet Girl,Felicity Jones|Ed Westwick|Brooke Shields|Bill Nighy|Tamsin Egerton,Phil Traill,96,6.2,2011,Comedy,UK Film Council
3428,1.36998,14767252.73739476,40086576.743638255,Wrong Turn 4: Bloody Beginnings,Jennifer Pudavick|Tenika Davis|Kaitlyn Wong|Terra Vnesa|Ali Tataryn,Declan O'Brien,93,5.1,2011,Horror,Summit Entertainment
3429,1.367727,30000000.0,151119219.0,Midnight in Paris,Owen Wilson|Rachel McAdams|Kurt Fuller|Mimi Kennedy|Michael Sheen,Woody Allen,94,7.2,2011,Fantasy,Gravier Productions
3430,1.344998,60000000.0,78309131.0,Priest,Paul Bettany|Cam Gigandet|Karl Urban|Lily Collins|Maggie Q,Scott Stewart,87,5.3,2011,Action,Screen Gems
3431,1.301204,14767252.73739476,40086576.743638255,Arthur Christmas,James McAvoy|Hugh Laurie|Bill Nighy|Jim Broadbent|Imelda Staunton,Sarah Smith|Barry Cook,97,6.6,2011,Drama,Columbia Pictures
3432,1.285106,12000000.0,22939027.0,Young Adult,Charlize Theron|Patton Oswalt|Patrick Wilson|Elizabeth Reaser|Collette Wolfe,Jason Reitman,94,5.2,2011,Comedy,Paramount Pictures
3433,1.246852,25000000.0,23057115.0,Warrior,Tom Hardy|Jennifer Morrison|Nick Nolte|Joel Edgerton|Frank Grillo,Gavin O'Connor,140,7.6,2011,Action,Solaris Film
3434,1.246595,35000000.0,82087155.0,Abduction,Taylor Lautner|Lily Collins|Alfred Molina|Jason Isaacs|Maria Bello,John Singleton,106,5.5,2011,Thriller,Lions Gate Films
3435,1.246283,30000000.0,130786397.0,Unknown,Liam Neeson|Diane Kruger|January Jones|Aidan Quinn|Bruno Ganz,Jaume Collet-Serra,113,6.4,2011,Action,Studio Babelsberg
3436,1.241191,50200000.0,127869379.0,The Adjustment Bureau,Matt Damon|Emily Blunt|John Slattery|Anthony Mackie|Lauren Hodges,George Nolfi,106,6.4,2011,Thriller,Universal Pictures
3437,1.240414,75000000.0,226904017.0,Immortals,Mickey Rourke|Kellan Lutz|Isabel Lucas|Henry Cavill|Luke Evans,Tarsem Singh,110,5.6,2011,Fantasy,Virgin Produced
3438,1.22871,250000.0,3542353.0,Like Crazy,Anton Yelchin|Felicity Jones|Jennifer Lawrence|Charlie Bewley|Alex Kingston,Drake Doremus,90,6.4,2011,Drama,Paramount Vantage
3439,1.215505,30000000.0,36160375.0,Larry Crowne,Tom Hanks|Julia Roberts|Bryan Cranston|Cedric the Entertainer|Pam Grier,Tom Hanks,98,5.6,2011,Comedy,Universal Pictures
3440,1.213405,40000000.0,97552050.0,Paul,Seth Rogen|Simon Pegg|Nick Frost|Jason Bateman|Kristen Wiig,Greg Mottola,104,6.4,2011,Adventure,Universal Pictures
3441,1.212003,7000000.0,40086576.743638255,Catch .44,Bruce Willis|Malin Ã…kerman|Nikki Reed|Deborah Ann Woll|Forest Whitaker,Aaron Harvey,93,4.9,2011,Drama,Benaroya Pictures
3442,1.208771,14767252.73739476,88025781.0,The Inbetweeners Movie,Simon Bird|James Buckley|Blake Harrison|Lydia Rose Bewley|Laura Haddock,Ben Palmer,97,6.2,2011,Comedy,Channel 4 Television Corporation
3443,1.205338,40000000.0,60965854.0,Colombiana,Zoe Saldana|Cliff Curtis|Callum Blue|Michael Vartan|Lennie James,Olivier Megaton,108,6.5,2011,Action,TF1 Films Production
3444,1.19533,70000000.0,202466756.0,Battle: Los Angeles,Aaron Eckhart|RamÃ³n RodrÃ­guez|Will Rothhaar|Cory Hardrict|Jim Parrack,Jonathan Liebesman,116,5.5,2011,Action,Columbia Pictures
3445,1.176723,47000000.0,157887643.0,Final Destination 5,Emma Bell|Nicholas D'Agosto|Miles Fisher|Ellen Wroe|Jacqueline MacInnes Wood,Steven Quale,92,5.9,2011,Horror,New Line Cinema
3446,1.128994,30000000.0,2527904.0,Machine Gun Preacher,Gerard Butler|Michelle Monaghan|Justin Michael Brandt|Richard Goteri|Peter Carey,Marc Forster,129,6.4,2011,Action,Mpower Pictures
3447,1.123666,79000000.0,149673788.0,Jack and Jill,Adam Sandler|Katie Holmes|Al Pacino|Eugenio Derbez|Tim Meadows,Dennis Dugan,91,4.2,2011,Comedy,Columbia Pictures
3448,1.120851,20000000.0,30426096.0,What's Your Number?,Chris Evans|Anna Faris|Martin Freeman|Chris Pratt|Ari Graynor,Mark Mylod,106,6.2,2011,Comedy,Regency Enterprises
3449,1.11981,40000000.0,88100000.0,Season of the Witch,Nicolas Cage|Ron Perlman|Ulrich Thomsen|Christopher Lee|Fernanda Dorogi,Dominic Sena,95,5.2,2011,Adventure,Atlas Entertainment
3450,1.116674,6400000.0,35057696.0,My Week with Marilyn,Michelle Williams|Eddie Redmayne|Kenneth Branagh|Julia Ormond|Judi Dench,Simon Curtis,99,6.7,2011,Drama,BBC Films
3451,1.114169,6000000.0,40086576.743638255,Hostel: Part III,Kip Pardue|Brian Hallisay|John Hensley|Sarah Habel|Chris Coy,Scott Spiegel,88,4.9,2011,Horror,Raw Nerve
3452,1.111078,50000000.0,120081841.0,We Bought a Zoo,Matt Damon|Scarlett Johansson|Thomas Haden Church|Colin Ford|Maggie Elizabeth Jones,Cameron Crowe,124,6.4,2011,Drama,Twentieth Century Fox Film Corporation
3453,1.109807,14767252.73739476,201146.0,10 Years,Kate Mara|Channing Tatum|Rosario Dawson|Chris Pratt|Justin Long,Jamie Linden,100,5.6,2011,Comedy,Anchor Bay Films
3454,1.107689,30000000.0,64626786.0,The Darkest Hour,Emile Hirsch|Rachael Taylor|Olivia Thirlby|Joel Kinnaman|Max Minghella,Chris Gorak,89,4.7,2011,Horror,Summit Entertainment
3455,1.105855,25000000.0,124272124.0,The Help,Emma Stone|Viola Davis|Octavia Spencer|Bryce Dallas Howard|Jessica Chastain,Tate Taylor,146,7.6,2011,Drama,DreamWorks SKG
3456,1.102011,25000000.0,77278331.0,The Grey,Liam Neeson|Dermot Mulroney|Frank Grillo|Dallas Roberts|Joe Anderson,Joe Carnahan,117,6.3,2011,Action,Scott Free Productions
3457,1.081676,50000000.0,110206216.0,Moneyball,Brad Pitt|Jonah Hill|Robin Wright|Philip Seymour Hoffman|Chris Pratt,Bennett Miller,133,6.9,2011,Drama,Columbia Pictures
3458,1.079441,7000000.0,6038942.0,We Need to Talk About Kevin,John C. Reilly|Tilda Swinton|Ezra Miller|Siobhan Fallon|Jasper Newell,Lynne Ramsay,112,7.3,2011,Drama,BBC Films
3459,1.074793,16000000.0,40492759.0,The Roommate,Minka Kelly|Leighton Meester|Cam Gigandet|Aly Michalka|Matt Lanter,Christian E. Christiansen,91,5.5,2011,Thriller,Vertigo Entertainment
3460,1.071695,130000000.0,554987477.0,Puss in Boots,Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris,Chris Miller,90,6.9,2011,Action,DreamWorks
3461,1.058691,30000000.0,40086576.743638255,Tinker Tailor Soldier Spy,John Hurt|Gary Oldman|Kathy Burke|Benedict Cumberbatch|Colin Firth,Tomas Alfredson,127,6.5,2011,Drama,StudioCanal
3462,1.058342,120000000.0,227817248.0,The Green Hornet,Seth Rogen|Jay Chou|Christoph Waltz|Cameron Diaz|Edward Furlong,Michel Gondry,119,5.4,2011,Action,Original Film
3463,1.055533,35000000.0,59901913.0,Something Borrowed,Kate Hudson|Ginnifer Goodwin|John Krasinski|Colin Egglesfield|Ashley Williams,Luke Greenfield,112,6.0,2011,Comedy,Alcon Entertainment
3464,1.054256,90000000.0,48795021.0,Conan the Barbarian,Jason Momoa|Rose McGowan|Rachel Nichols|Ron Perlman|Stephen Lang,Marcus Nispel,113,5.2,2011,Adventure,Dark Horse Entertainment
3465,1.052549,14767252.73739476,40086576.743638255,A Cinderella Story: Once Upon a Song,Lucy Hale|Missi Pyle|Megan Park|Freddie Stroma|Titus Makin Jr.,Damon Santostefano,88,6.1,2011,Comedy,Warner Premiere
3466,1.048895,45000000.0,160078586.0,Johnny English Reborn,Rowan Atkinson|Dominic West|Gillian Anderson|Rosamund Pike|Roger Barclay,Oliver Parker,101,6.0,2011,Crime,Universal Pictures
3467,1.045866,60000000.0,135458097.0,Contagion,Matt Damon|Gwyneth Paltrow|Kate Winslet|Jude Law|Marion Cotillard,Steven Soderbergh,106,6.1,2011,Drama,Double Feature Films
3468,1.043518,14767252.73739476,40086576.743638255,Dragons: Gift of the Night Fury,Jay Baruchel|Gerard Butler|Craig Ferguson|America Ferrera|Jonah Hill,Tom Owens,22,6.6,2011,Animation,DreamWorks Animation
3469,1.038162,41000000.0,7448385.0,The Big Year,Owen Wilson|Steve Martin|Jack Black|Rashida Jones|Jim Parsons,David Frankel,100,5.4,2011,Comedy,Ingenious Media
3470,1.029084,17000000.0,43165571.0,Beastly,Alex Pettyfer|Vanessa Hudgens|Mary-Kate Olsen|Lisa Gay Hamilton|Neil Patrick Harris,Daniel Barnz,86,6.0,2011,Drama,CBS Films
3471,1.024786,19000000.0,35387212.0,A Very Harold & Kumar Christmas,Neil Patrick Harris|John Cho|Elias Koteas|Danneel Ackles|Kal Penn,Todd Strauss-Schulson,108,6.0,2011,Comedy,New Line Cinema
3472,1.013771,35000000.0,28128670.0,The Thing,Mary Elizabeth Winstead|Joel Edgerton|Ulrich Thomsen|Eric Christian Olsen|Adewale Akinnuoye-Agbaje,Matthijs van Heijningen Jr.,103,6.0,2011,Horror,Universal Pictures
3473,1.013101,75000000.0,152930623.0,Tower Heist,Ben Stiller|Eddie Murphy|Casey Affleck|Alan Alda|Matthew Broderick,Brett Ratner,104,5.8,2011,Action,Universal Pictures
3474,1.011185,56000000.0,142044638.0,New Year's Eve,Robert De Niro|Katherine Heigl|Ashton Kutcher|Carla Gugino|Lea Michele,Garry Marshall,118,5.6,2011,Comedy,New Line Cinema
3475,1.004841,49900000.0,26121638.0,Your Highness,Danny McBride|James Franco|Natalie Portman|Zooey Deschanel|Justin Theroux,David Gordon Green,102,5.1,2011,Adventure,Universal Pictures
3476,0.985304,3500000.0,40086576.743638255,All Star Superman,James Denton|Christina Hendricks|Anthony LaPaglia|Ed Asner|Linda Cardellini,Sam Liu,76,6.9,2011,Animation,DC Comics
3477,0.982341,4000000.0,40086576.743638255,Samsara,Marcos Luna|Putu Dinda Pratika|Puti Sri Candra Dewi|Ni Made Megahadi Pratiwi,Ron Fricke,102,7.9,2011,Drama,Magidson Films
3478,0.980307,14767252.73739476,40086576.743638255,Tom and Jerry & The Wizard of Oz,Laraine Newman,Spike Brandt,59,6.0,2011,Animation,Warner Bros. Home Video
3479,0.954335,14767252.73739476,40086576.743638255,Honey 2,Kat Graham|Audrina Patridge|Seychelle Gabriel|Melissa Molinaro|Mario LÃ³pez,Bille Woodruff,110,5.8,2011,Drama,Universal Pictures
3480,0.941604,5000000.0,25562924.0,Apollo 18,Ryan Robbins|Warren Christie|Lloyd Owen|Andrew Airlie|Michael Kopsa,Gonzalo LÃ³pez-Gallego,86,4.9,2011,Horror,Bazelevs Production
3481,0.93488,17000000.0,24922237.0,Fright Night,Anton Yelchin|Colin Farrell|Toni Collette|Christopher Mintz-Plasse|David Tennant,Craig Gillespie,106,6.1,2011,Horror,Touchstone Pictures
3482,0.93092,130000000.0,150406466.0,Happy Feet Two,Elijah Wood|Robin Williams|Pink|E.G. Daily|Johnny A. Sanchez,George Miller,100,5.8,2011,Music,Village Roadshow Pictures
3483,0.929466,40000000.0,97138686.0,Scream 4,David Arquette|Neve Campbell|Courteney Cox|Emma Roberts|Hayden Panettiere,Wes Craven,111,6.0,2011,Horror,Dimension Films
3484,0.921653,150000000.0,38992758.0,Mars Needs Moms,Seth Green|Joan Cusack|Dan Fogler|Breckin Meyer|Elisabeth Harnois,Simon Wells,88,5.5,2011,Adventure,Walt Disney Animation Studios
3485,0.91973,14350531.0,3964682.0,Attack the Block,Nick Frost|Jodie Whittaker|John Boyega|Luke Treadaway|Flaminia Cinque,Joe Cornish,88,6.4,2011,Action,UK Film Council
3486,0.917718,21000000.0,72417394.0,Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon|Devon Bostick|Rachael Harris|Robert Capron|Steve Zahn,David Bowers,99,6.4,2011,Family,Fox 2000 Pictures
3487,0.910291,14767252.73739476,40086576.743638255,Puss in Boots: The Three Diablos,Antonio Banderas|Gilles Marini|Chris Miller|Walt Dohrn|Bret Marnell,Raman Hui,13,6.8,2011,Animation,unknown
3488,0.907952,40000000.0,55247881.0,Extremely Loud & Incredibly Close,Thomas Horn|Tom Hanks|Sandra Bullock|Max von Sydow|John Goodman,Stephen Daldry,129,7.0,2011,Drama,Paramount Pictures
3489,0.907622,14767252.73739476,40086576.743638255,Battle of Los Angeles,Kel Mitchell|Nia Peeples|Dylan Vox|Gerald Webb|Theresa June-Tao,Mark Atkins,91,3.9,2011,Science Fiction,The Asylum
3490,0.904531,75000000.0,342695435.0,Alvin and the Chipmunks: Chipwrecked,Jason Lee|David Cross|Jenny Slate|Andy Buckley|Justin Long,Mike Mitchell,87,5.5,2011,Comedy,Fox 2000 Pictures
3491,0.903312,21000000.0,970816.0,The Beaver,Jodie Foster|Mel Gibson|Jennifer Lawrence|Anton Yelchin|Zachary Booth,Jodie Foster,91,6.0,2011,Drama,Summit Entertainment
3492,0.897265,25000000.0,10324441.0,Straw Dogs,James Marsden|Kate Bosworth|Alexander SkarsgÃ¥rd|Laz Alonso|Dominic Purcell,Rod Lurie,110,5.3,2011,Thriller,Battleplan Productions
3493,0.895829,10000000.0,136836156.0,The Best Exotic Marigold Hotel,Bill Nighy|Maggie Smith|Tom Wilkinson|Judi Dench|Dev Patel,John Madden,124,6.8,2011,Drama,Participant Media
3494,0.879003,110000000.0,563749323.0,The Smurfs,Neil Patrick Harris|Jayma Mays|Anton Yelchin|Hank Azaria|Alan Cumming,Raja Gosnell,103,5.5,2011,Animation,Columbia Pictures
3495,0.876731,14767252.73739476,908000.0,Perfect Sense,Ewan McGregor|Eva Green|Ewen Bremner|Stephen Dillane|Denis Lawson,David Mackenzie,92,6.7,2011,Drama,Zentropa Entertainments
3496,0.863804,30000000.0,63782078.0,Hanna,Saoirse Ronan|Eric Bana|Vicky Krieps|Cate Blanchett|Tom Hollander,Joe Wright,111,6.5,2011,Action,Focus Features
3497,0.859651,14767252.73739476,15699707.0,Hodejegerne,Aksel Hennie|Nikolaj Coster-Waldau|SynnÃ¸ve Macody Lund|Julie R. Ã˜lgaard|Eivind Sander,Morten Tyldum,100,7.0,2011,Thriller,Nordisk Film
3498,0.854834,14767252.73739476,68945.0,Puncture,Chris Evans|Michael Biehn|Vinessa Shaw|Kate Burton|Brett Cullen,Adam Kassen|Mark Kassen,100,6.6,2011,Drama,Cherry Sky Films
3499,0.852907,12468389.0,29007412.0,A Few Best Men,Rebel Wilson|Xavier Samuel|Olivia Newton-John|Kris Marshall|Kevin Bishop,Stephan Elliott,97,5.7,2011,Comedy,Parabolic Pictures
3501,0.847636,14767252.73739476,864659.0,Submarine,Craig Roberts|Sally Hawkins|Paddy Considine|Noah Taylor|Gemma Chan,Richard Ayoade,97,7.4,2011,Drama,Film4
3502,0.846188,5000000.0,3142154.0,Flypaper,Patrick Dempsey|Ashley Judd|Tim Blake Nelson|Mekhi Phifer|Matt Ryan,Rob Minkoff,87,6.1,2011,Mystery,Rising Star
3503,0.846125,3500000.0,19504039.0,Margin Call,Kevin Spacey|Paul Bettany|Jeremy Irons|Zachary Quinto|Ashley Williams,J.C. Chandor,107,6.6,2011,Thriller,Benaroya Pictures
3504,0.827785,36000000.0,189712432.0,Gnomeo & Juliet,James McAvoy|Michael Caine|Maggie Smith|Julie Walters|Patrick Stewart,Kelly Asbury,84,5.7,2011,Animation,Starz Animation
3505,0.815155,15774948.0,741875.0,Blitz,Jason Statham|Paddy Considine|Aidan Gillen|Zawe Ashton|Luke Evans,Elliott Lester,97,6.0,2011,Crime,Davis-Films
3506,0.812252,14767252.73739476,6861102.0,Cedar Rapids,Anne Heche|Ed Helms|Sigourney Weaver|John C. Reilly|Rob Corddry,Miguel Arteta,87,5.7,2011,Comedy,Ad Hominem Enterprises
3507,0.808336,20000000.0,177243185.0,The Descendants,George Clooney|Shailene Woodley|Amara Miller|Nick Krause|Robert Forster,Alexander Payne,115,6.6,2011,Comedy,Fox Searchlight Pictures
